,Date,Open,Close,Volume,ema50,ema150,ema200,sma50volume
94,2002-11-08,20.02,20.15,9925.0,22.26362354701008,,,22418.5
95,2002-11-11,20.200001,20.049999,12315.0,22.17681474124498,,,22423.8
96,2002-11-12,20.200001,19.959999,12715.0,22.08988079060792,,,22370.3
97,2002-11-13,20.4,20.200001,7115.0,22.015767857642906,,,22265.5
98,2002-11-14,20.4,20.08,10600.0,21.939855392637302,,,22149.5
99,2002-11-15,20.6,20.1,15545.0,21.86770420076917,,,22390.0
100,2002-11-18,20.23,20.24,9835.0,21.803872663484107,,,22221.0
102,2002-11-20,20.84,20.25,11000.0,21.742936480602378,,,22301.4
103,2002-11-21,20.469998999999998,20.25,28460.0,21.684389951951303,,,21574.6
104,2002-11-22,20.219998999999998,20.040001,33675.0,21.61990411069831,,,21824.6
105,2002-11-25,20.120001000000002,20.18,23425.0,21.56343728282779,,,22043.1
106,2002-11-26,20.120001000000002,19.959999,53220.0,21.500557350167874,,,22878.5
107,2002-11-27,20.01,19.99,29785.0,21.441319807024037,,,23023.9
108,2002-11-28,20.01,19.700001,67485.0,21.373032794983878,,,22380.4
109,2002-11-29,20.190001000000002,20.02,28080.0,21.319972685376666,,,20599.0
110,2002-12-02,20.200001,20.35,76970.0,21.28193454085209,,,21530.3
111,2002-12-03,20.4,20.08,33995.0,21.234799852975538,,,21395.7
112,2002-12-04,20.16,20.18,54430.0,21.19343515285885,,,21354.7
113,2002-12-05,20.25,20.25,74905.0,21.156437695883994,,,22483.2
114,2002-12-06,20.42,20.120001000000002,29305.0,21.115793119574818,,,22703.6
115,2002-12-09,20.25,20.139999,27475.0,21.07752668351306,,,22616.0
116,2002-12-10,20.0,20.16,12580.0,21.041545244943922,,,22608.3
117,2002-12-11,20.200001,20.129998999999998,26815.0,21.005798333377495,,,22653.4
118,2002-12-12,20.049999,20.09,15005.0,20.969884673245044,,,22566.3
119,2002-12-13,20.08,20.07,25290.0,20.93459507821583,,,22413.0
120,2002-12-16,19.92,19.549999,46500.0,20.8802971927956,,,23129.2
121,2002-12-17,19.9,19.389999,87980.0,20.82185412641146,,,24695.6
122,2002-12-18,19.540001,19.34,65700.0,20.76374219988552,,,25909.0
123,2002-12-19,19.440001000000002,19.299999,23365.0,20.706340505772364,,,26277.2
124,2002-12-20,19.0,19.370001000000002,50745.0,20.65393503495776,,,26929.4
125,2002-12-23,19.200001,19.360001,18875.0,20.603192523782948,,,27143.5
126,2002-12-24,19.299999,19.370001000000002,23870.0,20.554832071869892,,,27474.6
128,2002-12-26,19.299999,19.34,32350.0,20.50719159846323,,,28085.6
129,2002-12-27,19.4,19.299999,19620.0,20.459850712248986,,,28268.0
130,2002-12-30,19.4,19.16,30965.0,20.408876174513733,,,28688.2
131,2002-12-31,19.01,19.219998999999998,50180.0,20.362253540219076,,,29373.6
132,2003-01-01,19.299999,19.309998999999998,26600.0,20.320988656288915,,,29613.6
133,2003-01-02,19.200001,19.1,57735.0,20.273106748199154,,,30358.0
134,2003-01-03,19.370001000000002,19.02,71405.0,20.223965307093305,,,31589.5
135,2003-01-06,19.1,18.870001000000002,56945.0,20.17086866759945,,,32643.1
136,2003-01-07,18.870001000000002,18.940001000000002,21240.0,20.12259934730143,,,32885.5
137,2003-01-08,18.950001,19.139999,15410.0,20.084066000348432,,,33026.3
138,2003-01-09,19.4,19.4,36175.0,20.05723988268771,,,32824.6
139,2003-01-10,19.5,19.52,54720.0,20.036171651994074,,,33144.2
140,2003-01-13,19.6,19.41,48315.0,20.01161590093548,,,33745.6
141,2003-01-14,19.48,19.370001000000002,19935.0,19.986454532271345,,,33443.8
142,2003-01-15,19.4,19.26,35750.0,19.957966119241096,,,33436.1
143,2003-01-16,19.4,19.209999,21740.0,19.928634075349287,,,33264.9
144,2003-01-17,19.379998999999998,19.02,32490.0,19.89300136651206,,,33817.6
145,2003-01-20,19.02,19.0,41625.0,19.857981705080213,,,34403.7
146,2003-01-21,19.200001,18.91,21260.0,19.820805951939814,,,34630.4
147,2003-01-22,19.15,19.030001000000002,23225.0,19.789793993040213,,,34848.6
148,2003-01-23,18.809998999999998,18.99,26825.0,19.75842952272491,,,35130.8
149,2003-01-24,19.049999,18.6,24085.0,19.7130009139906,,,35470.2
150,2003-01-27,19.0,18.48,53430.0,19.664647936971363,,,36326.8
151,2003-01-28,18.52,18.219998999999998,72370.0,19.60799503748229,,,37463.3
152,2003-01-29,18.219998999999998,18.190001000000002,57675.0,19.552387428169258,,,38420.1
153,2003-01-30,17.940001000000002,18.08,39430.0,19.49464674471164,,,38988.7
154,2003-01-31,18.370001000000002,17.690001000000002,48490.0,19.4238763233504,,,39389.3
155,2003-02-03,18.0,17.809998999999998,88230.0,19.360587016552344,,,40480.4
156,2003-02-04,17.9,17.48,24320.0,19.28683850609931,22.449933339999987,,40498.3
157,2003-02-05,17.549999,17.120001000000002,51725.0,19.20186448625228,22.379338209668862,,40468.4
158,2003-02-06,17.1,17.16,26045.0,19.121791369144347,22.31020790225603,,40393.6
159,2003-02-07,17.379998999999998,17.049999,25455.0,19.04054460957006,22.240536261166543,,39553.0
160,2003-02-10,17.0,16.93,20055.0,18.9577781542928,22.17019803254182,,39392.5
161,2003-02-11,16.73,16.639999,51765.0,18.866884854124454,22.09695036323663,,38888.4
162,2003-02-12,16.5,16.540001,20385.0,18.775634506903888,22.023348384915614,,38616.2
164,2003-02-14,16.389999,16.139999,27970.0,18.672276251731187,21.945423227499514,,38087.0
165,2003-02-17,16.469998999999998,16.719998999999998,23220.0,18.595716359506433,21.876212310578993,,37053.3
166,2003-02-18,16.799999,16.9,24425.0,18.529217678741475,21.81030221375013,,36955.7
167,2003-02-19,16.950001,17.16,14660.0,18.475522867810437,21.748708806945494,,36699.4
168,2003-02-20,17.0,17.190001000000002,16270.0,18.42511024554336,21.688328571091912,,36773.2
169,2003-02-21,17.190001000000002,17.08,15365.0,18.372360824149503,21.627291106574138,,36544.2
170,2003-02-24,17.200001,17.27,15940.0,18.329130987908346,21.5695786415864,,36562.9
171,2003-02-25,17.219998999999998,17.17,12660.0,18.28367487073547,21.511306076797176,,36310.3
172,2003-02-26,17.209999,17.23,19670.0,18.242354287569373,21.454600036044894,,35773.7
173,2003-02-27,16.91,17.389999,11425.0,18.208928590017635,21.40076426073304,,34242.6
174,2003-02-28,17.799999,17.639999,55905.0,18.186617625703217,21.35095280032598,,34046.7
175,2003-03-03,17.82,17.799999,22220.0,18.171456110969757,21.30392029965941,,34023.8
176,2003-03-04,17.42,17.389999,13930.0,18.14081073406898,21.252080282445377,,33287.5
177,2003-03-05,17.200001,17.18,9185.0,18.10313188175255,21.198145444267293,,33093.7
178,2003-03-06,17.200001,17.0,8890.0,18.05987180795833,21.142540868846535,,32794.1
179,2003-03-07,17.01,16.83,11450.0,18.01164154097957,21.085421122239296,,32376.1
180,2003-03-10,16.9,16.48,6950.0,17.95157716682351,21.02442216697785,,32122.7
181,2003-03-11,16.200001,16.35,14910.0,17.888770219104938,20.96250929059404,,31801.6
182,2003-03-12,16.42,16.280001000000002,20035.0,17.82568123012043,20.900489313235177,,31198.7
183,2003-03-13,16.299999,16.299999,11525.0,17.765850554429434,20.83955566670226,,30897.2
185,2003-03-17,16.030001000000002,16.08,26220.0,17.69973876798122,20.77651519429561,,30266.9
187,2003-03-19,16.280001000000002,16.209999,12645.0,17.64131760060941,20.716031536093016,,29091.7
188,2003-03-20,17.360001,16.549999,26210.0,17.598520792742374,20.660852297204368,,28477.0
189,2003-03-21,16.799999,16.82,26980.0,17.567990565576007,20.609980081347356,,28591.8
190,2003-03-24,16.41,16.209999,28490.0,17.51473599437695,20.551702186230173,,28853.4
191,2003-03-25,16.030001000000002,16.23,22245.0,17.46435419067589,20.494461097670833,,28574.8
192,2003-03-26,16.23,16.129998999999998,48750.0,17.41202653613958,20.43665365266857,,28455.4
193,2003-03-27,16.1,15.93,36745.0,17.353907848447832,20.376962875812033,,28224.0
194,2003-03-28,16.0,15.99,43945.0,17.30042126615576,20.318857407258232,,28704.2
195,2003-03-31,16.0,15.71,26835.0,17.238051804737886,20.257812938287923,,28525.9
196,2003-04-01,15.6,15.37,31465.0,17.164794871218753,20.19307369407219,,28720.4
197,2003-04-02,15.6,15.28,48295.0,17.090881346857234,20.127999870309644,,29036.5
198,2003-04-03,15.6,15.96,13785.0,17.046533058745187,20.072794574014154,,28479.7
199,2003-04-04,15.9,16.459999,18555.0,17.02353172310812,20.024942977007342,,28425.6
200,2003-04-07,16.6,16.85,30165.0,17.01672655749604,19.982890752146318,,28564.4
201,2003-04-08,16.799999,17.49,39285.0,17.035286300339333,19.94987233158809,,28813.6
202,2003-04-09,17.5,17.360001,35645.0,17.04802021012995,19.915569400043875,,29044.8
203,2003-04-10,17.389999,17.309998999999998,21525.0,17.05829388816407,19.881058533818127,,28406.7
204,2003-04-11,17.25,17.280001000000002,17215.0,17.066988284706653,19.846607440654974,,27303.6
206,2003-04-15,17.379998999999998,16.809998999999998,8630.0,17.056910273541686,19.80638746130855,,26322.7
207,2003-04-16,17.09,16.889999,14355.0,17.050364733402795,19.76775979956936,,25821.2
208,2003-04-17,16.9,16.77,13015.0,17.039370037975235,19.728054371760496,,25111.7
210,2003-04-21,16.959999,16.98,9545.0,17.037041801191894,19.69165630061135,,23538.0
211,2003-04-22,17.190001000000002,16.940001000000002,12430.0,17.033236279576524,19.65521053504034,21.02019995499998,23300.2
212,2003-04-23,17.049999,17.030001000000002,10375.0,17.03310940586764,19.620439547821263,20.980496482810928,22473.2
213,2003-04-24,17.08,17.200001,25610.0,17.03965417426499,19.5883807591084,20.942879612335197,22464.5
214,2003-04-25,16.940001000000002,17.16,15660.0,17.04437361841146,19.55621677554405,20.905239019177632,22268.6
215,2003-04-28,17.02,17.25,11450.0,17.052437398081597,19.525670857987176,20.868868481673378,22096.5
216,2003-04-29,16.200001,16.469998999999998,65580.0,17.029596676588202,19.48519838304695,20.825098636084586,22372.8
217,2003-04-30,16.92,15.68,66880.0,16.976671316721998,19.434798404463546,20.773903624780264,23302.7
219,2003-05-02,15.8,15.45,96630.0,16.916801853321136,19.38201961764946,20.720929459359564,24675.9
220,2003-05-05,16.0,15.66,73150.0,16.867515506132072,19.332721344568007,20.67057195230126,25674.5
221,2003-05-06,15.98,15.92,17200.0,16.830358035303362,19.287519737355186,20.623302579641546,25530.0
222,2003-05-07,15.98,15.9,20150.0,16.793873406467938,19.24265192626439,20.576304544023223,25639.8
223,2003-05-08,16.0,15.91,13400.0,16.75921170425351,19.198510841148305,20.529873653037917,25582.4
224,2003-05-09,15.8,16.0,26060.0,16.72943869624357,19.156146459146342,20.48480028335595,25796.3
225,2003-05-12,16.0,15.83,13035.0,16.694166590508527,19.11209153915765,20.43848386262604,25738.2
226,2003-05-13,15.8,15.86,28485.0,16.661454175194468,19.069017479036358,20.392926809266577,26054.7
227,2003-05-14,16.0,16.18,106310.0,16.64257361930449,19.03075234686369,20.35100713952263,27787.5
228,2003-05-15,16.200001,16.129998999999998,122055.0,16.62247265384157,18.992331772733046,20.309007058532355,30000.1
229,2003-05-16,16.200001,16.15,96050.0,16.603944314475232,18.95468499428625,20.267623903721088,30803.0
230,2003-05-19,16.200001,16.040001,52820.0,16.581828890378166,18.916079908269214,20.225558004181575,31415.0
231,2003-05-20,16.18,16.17,17965.0,16.565678737814316,18.87970798895439,20.185204193194693,31495.7
232,2003-05-21,16.190001000000002,16.15,71585.0,16.549377610841205,18.843552916253007,20.145052907690268,32743.7
233,2003-05-22,16.15,15.92,44140.0,16.524696135906257,18.80483036107085,20.103012580250564,33448.7
234,2003-05-23,16.1,15.76,40235.0,16.494708052145228,18.76450148211627,20.059798524725682,34024.4
235,2003-05-26,16.139999,16.18,209175.0,16.48236655990424,18.73026967440612,20.02119356428065,38068.9
236,2003-05-27,16.32,17.02,297015.0,16.50345022422172,18.707617095937167,19.991330941750494,43711.0
237,2003-05-28,17.4,16.040001,620410.0,16.485275744840475,18.67228443241482,19.95201422591218,55718.5
238,2003-05-29,16.9,16.75,113805.0,16.495657088180064,18.64682371145568,19.920153387843403,57764.1
239,2003-05-30,16.5,16.540001,104035.0,16.497396065114177,18.61891877488011,19.886520030750432,59320.4
240,2003-06-02,16.6,17.620001000000002,525370.0,16.541419788050877,18.605688075875076,19.863967602583763,69574.9
241,2003-06-03,17.98,18.15,692860.0,16.604501364990057,18.599652472221102,19.846913198577955,82907.9
242,2003-06-04,18.299999,19.719998999999998,982215.0,16.726677742833584,18.6144914990791,19.84565037073141,102012.6
243,2003-06-05,20.200001,18.889999,902770.0,16.8115138705656,18.618140605051565,19.83614140186841,119498.2
244,2003-06-06,19.290001,19.040001,382320.0,16.898905522700282,18.623728159951543,19.828219606824945,126699.7
245,2003-06-09,19.6,19.200001,673135.0,16.98914456102576,18.631360912799867,19.82196867541375,139187.4
246,2003-06-10,19.219998999999998,18.82,242940.0,17.060942813534556,18.633859443756158,19.811998837847444,143311.3
247,2003-06-11,18.9,18.799999,118345.0,17.12914109535673,18.636059967679916,19.801929187719608,144799.3
248,2003-06-12,18.84,18.780001000000002,96120.0,17.193880699460387,18.637966471419254,19.791760748040804,146185.0
249,2003-06-13,18.799999,18.73,69250.0,17.254120672030567,18.639185458552774,19.781195964478208,146940.7
250,2003-06-16,18.52,19.959999,1256165.0,17.36023354763721,18.65667967764479,19.782975099160016,171098.1
251,2003-06-17,20.299999,20.309998999999998,996770.0,17.47591062420046,18.678577946815057,19.788219118073847,190757.8
252,2003-06-18,20.01,20.26,532945.0,17.585090599722008,18.69952393427446,19.79291345520744,201045.6
253,2003-06-19,20.299999,20.07,597595.0,17.68253802718389,18.717675935144996,19.795670535255127,212394.2
254,2003-06-20,20.290001,20.01,138495.0,17.7738110457257,18.734792810176188,19.797803166745126,214378.4
255,2003-06-23,20.18,20.389999,311310.0,17.876406651775675,18.756716070968558,19.803695662598408,219891.7
256,2003-06-24,20.799999,20.129998999999998,204770.0,17.964782822294275,18.774905248836525,19.806942461975538,223556.6
257,2003-06-25,20.98,20.41,147865.0,18.060673692008226,18.796562132957895,19.812943034493195,226169.6
258,2003-06-26,20.450001,20.290001,296325.0,18.148098292321627,18.816342780203485,19.817689879921122,231923.5
259,2003-06-27,20.6,20.209999,239895.0,18.228957143603132,18.834801802982245,19.82159345325524,236434.3
260,2003-06-30,20.4,21.940001000000002,1926030.0,18.37448827522654,18.87593026916791,19.8426721353124,274694.6
261,2003-07-01,22.58,22.99,1657945.0,18.555488735021576,18.930421258980257,19.873988830483423,307662.6
262,2003-07-02,23.74,23.65,1595475.0,18.755273490510927,18.992932235682506,19.911561080926376,339323.5
263,2003-07-03,24.4,23.57,388160.0,18.944086294804617,19.053555649779426,19.94796345823059,346879.2
264,2003-07-04,23.6,22.809998999999998,319635.0,19.0956907146162,19.103309866338638,19.976441423820333,352759.7
265,2003-07-07,22.9,22.559998999999998,256330.0,19.231545941493998,19.149093828373886,20.002148464379335,357573.1
266,2003-07-08,23.17,22.059998999999998,253920.0,19.342465669278546,19.187648863759662,20.022624589111878,362422.5
267,2003-07-09,22.200001,21.5,175750.0,19.427074858718605,19.218276031127083,20.037324841956536,364625.9
268,2003-07-10,22.799999,21.450001,209775.0,19.506405295631602,19.24783530223798,20.051381321141047,367483.8
269,2003-07-11,21.9,21.48,129930.0,19.583801166391147,19.277400397572578,20.065596432373475,368149.8
270,2003-07-14,21.950001,21.860001,152420.0,19.673063904964042,19.311607028068305,20.083451204190656,369735.2
271,2003-07-15,21.719998999999998,21.370001000000002,151440.0,19.73961045771055,19.338870524385282,20.096252694696222,372420.0
272,2003-07-16,21.65,21.9,123385.0,19.824331616231706,19.372792769095412,20.114200429077354,374484.7
273,2003-07-17,22.200001,21.65,333545.0,19.895926454810855,19.402954454272955,20.129482016847728,380887.6
274,2003-07-18,21.6,21.469998999999998,138870.0,19.95765478991631,19.430332527726293,20.142820494292028,383143.8
275,2003-07-21,21.6,20.879998999999998,89570.0,19.993825151096065,19.44953340815376,20.15015560380156,384674.5
276,2003-07-22,20.440001000000002,20.309998999999998,85650.0,20.006224125562884,19.46093030341,20.151746085355775,385817.8
277,2003-07-23,20.98,20.799999,194310.0,20.0373525520114,19.478666312636356,20.15819636311343,387577.8
278,2003-07-24,21.4,20.9,40655.0,20.071181863697227,19.497491924389518,20.165577493828717,385949.8
279,2003-07-25,20.98,21.32,110050.0,20.120155123944393,19.521631104198928,20.1770642849349,386229.8
280,2003-07-28,21.549999,21.440001000000002,100255.0,20.171913785750494,19.547039976990995,20.18963081941316,387178.5
281,2003-07-29,21.5,21.23,60585.0,20.213407362779886,19.569330838222903,20.199982751558302,388030.9
282,2003-07-30,21.6,22.07,229610.0,20.286214917180676,19.602452284074257,20.218589888358718,391191.4
283,2003-07-31,22.200001,21.379998999999998,162525.0,20.32910841062457,19.625995949185857,20.230146197927287,393559.1
284,2003-08-01,21.68,21.120001000000002,122970.0,20.360123806286353,19.645784095554255,20.239000474564826,395213.8
285,2003-08-04,21.299999,21.879998999999998,229325.0,20.419726755059436,19.675376345944265,20.255328818101493,395616.8
286,2003-08-05,23.1,21.620001000000002,304145.0,20.4667963332924,19.701132963878777,20.268907645782075,395759.4
287,2003-08-06,22.0,21.33,141770.0,20.50064745747701,19.722707361708196,20.279465778659866,386186.6
288,2003-08-07,21.98,21.360001,284380.0,20.53434759639948,19.744393370162392,20.290217372902056,389598.1
289,2003-08-08,21.780001000000002,21.469998999999998,293605.0,20.571039808305382,19.76724907386885,20.301956493569698,393389.5
290,2003-08-11,21.959999,22.370001000000002,389540.0,20.6415873060189,19.801722609314297,20.32253405084761,390672.9
291,2003-08-12,23.780001000000002,22.200001,415025.0,20.70270156852796,19.833487886012122,20.341215314023255,385116.2
292,2003-08-13,22.4,22.27,170975.0,20.764164252115098,19.8657595696411,20.36040720144591,368891.4
293,2003-08-14,22.5,22.4,346800.0,20.82831467360078,19.89932566805645,20.380701657152915,357772.0
295,2003-08-18,22.700001,23.09,376045.0,20.917008215812512,19.94158625523451,20.407659849619055,357646.5
296,2003-08-19,23.09,22.620001000000002,259975.0,20.983792246564963,19.977061947218157,20.429673194398966,349383.3
297,2003-08-20,22.9,22.41,141615.0,21.039721962385943,20.009286292288117,20.449377938733303,347356.8
298,2003-08-21,22.4,22.51,122565.0,21.097379924645317,20.04240832815185,20.46988164083546,347441.2
299,2003-08-22,22.6,22.780001000000002,270060.0,21.163365064855306,20.078667833739242,20.492867903115705,350920.0
300,2003-08-25,22.809998999999998,21.48,344530.0,21.17578212113549,20.097228524683093,20.50269011303495,356425.6
301,2003-08-26,22.1,22.440001000000002,358145.0,21.225359332071353,20.128258623693913,20.521966838278384,338465.2
302,2003-08-27,22.6,22.629998999999998,304225.0,21.280443240617576,20.16139425781717,20.542942282673625,324614.3
303,2003-08-28,22.799999,22.280001000000002,140055.0,21.31964158412277,20.189455274269925,20.560226449015182,316756.5
304,2003-08-29,22.879998999999998,22.18,189400.0,21.353381129843445,20.215820105074297,20.576343598776226,308592.6
305,2003-09-01,23.4,22.6,181725.0,21.40226814435939,20.247398646728943,20.596479483365517,309457.2
306,2003-09-02,22.6,23.360001,710920.0,21.479041981835493,20.28862516796432,20.623977209899195,317449.4
307,2003-09-03,23.6,23.42,1044285.0,21.555157982547826,20.33010033130254,20.651798332188754,334239.7
308,2003-09-04,23.799999,23.370001000000002,199435.0,21.626328296957716,20.3703639163184,20.678845124903294,335271.1
309,2003-09-05,23.98,23.99,465855.0,21.719021304920158,20.41830611610226,20.711791939580873,338661.7
310,2003-09-08,25.0,25.48,1485275.0,21.866510665511523,20.485348419200246,20.75923679590345,363569.3
311,2003-09-09,26.26,26.549999,1593770.0,22.050176874707148,20.565674916959182,20.816856320322323,356924.1
312,2003-09-10,26.440001000000002,26.799999,1007825.0,22.23644440903236,20.64824874587363,20.876390078329067,343921.7
313,2003-09-11,26.219998999999998,27.280001000000002,853040.0,22.43423094201148,20.73608652407398,20.940107599937733,329073.0
314,2003-09-12,27.6,27.379998999999998,966410.0,22.62818263056005,20.82408536481472,21.004186121331387,340638.0
315,2003-09-15,27.0,26.83,393420.0,22.792959782302795,20.903633903029096,21.06215441863157,342113.7
316,2003-09-16,26.25,26.42,535330.0,22.935196653585038,20.976698354644604,21.115466314963594,347693.7
317,2003-09-17,26.950001,26.049999,359160.0,23.057345765209153,21.043894389682425,21.1645661426754,349798.5
318,2003-09-18,26.0,24.68,204375.0,23.120979264612714,21.09205472889193,21.199545584041815,350371.0
319,2003-09-19,24.879998999999998,24.620001000000002,207600.0,23.17976443070633,21.13878249407217,21.233579966290154,350327.5
320,2003-09-22,24.940001000000002,24.33,174120.0,23.224871707933534,21.18105027560764,21.26439011587931,351211.3
321,2003-09-23,23.6,24.65,104285.0,23.28075909193614,21.2269966295731,21.298077776417824,350248.6
322,2003-09-24,25.299999,24.280001000000002,191815.0,23.319945049115116,21.267433773552266,21.32774865426441,351056.1
323,2003-09-25,24.0,24.540001,89925.0,23.367790380522365,21.31077903482972,21.359711364172227,350386.9
324,2003-09-26,24.68,25.17,135895.0,23.438465267560705,21.361894544302174,21.397624683931706,346433.9
325,2003-09-29,25.200001,24.68,109375.0,23.48715290412695,21.405842960933935,21.43028513483786,345844.0
326,2003-09-30,25.0,24.68,176190.0,23.533931221612168,21.449209279332162,21.462620606133004,347576.4
327,2003-10-01,24.799999,24.32,264565.0,23.564757448215612,21.487232997486704,21.491052241892874,351154.7
329,2003-10-03,24.6,24.43,281605.0,23.598688528677744,21.526210043877608,21.52029550316757,352900.6
330,2003-10-06,25.18,24.700001,160235.0,23.641877253043322,21.568247010183864,21.55193436383257,355292.2
331,2003-10-07,24.85,25.139999,142880.0,23.700627125472995,21.615554983558912,21.587636499515828,355948.8
332,2003-10-08,25.129998999999998,25.15,194175.0,23.75746527741523,21.66236882483628,21.62308290250572,357827.2
